projectID,projectAcronym,organisationID,name,shortName,SME,activityType,city,country,nutsCode,geolocation,organizationURL,contentUpdateDate,rcn,order,role,ecContribution,netEcContribution,totalCost,endOfParticipation,active
101182840,UPGRADE,911378536,DENESHGAH E ELM SANAAT E IRAN,IRAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,false,HES,TEHRAN,IR,IR,"35.7500845,51.516695",,2026-06-25 11:41:17,1948257,19,associatedPartner,,0,0,false,
101182840,UPGRADE,998297908,GRONLANDS NATURINSTITUT,,false,REC,Nuuk,GL,GL,"64.1905067,-51.6952546940986",,2026-06-25 11:41:17,1916692,6,participant,4600,4600,0,false,
101187947,WeatherGenerator,879350979,BULUTTAN METEOROLOJI VE TEKNOLOJI AS,BULUTTAN METEOROLOJİ VE TEKNOLOJİ AS,false,PRC,ISTANBUL,TR,TR100,"41.1130783,29.008671206401882",,2026-03-04 12:08:02,1990169,11,participant,650000,650000,0,false,
101183153,WST,996467906,MACQUARIE UNIVERSITY,,false,HES,Sydney,AU,AU,"-33.8548157,151.2164539",,2026-03-17 09:55:55,2945459,15,associatedPartner,,0,0,false,
101180091,COASTS,879319551,MALDIVES SPACE RESEARCH ORGANISATION,MSRO,true,REC,MALE,MV,MV,"4.173059398786766,73.5169499871787",,2026-03-18 09:50:21,1990257,4,participant,140737.5,140737.5,"140737,5",false,
101184132,PATH2ZERO,999513027,TRANSPORTOKONOMISK INSTITUTT,TOI,false,REC,Oslo,NO,NO081,"59.942353499999996,10.716316407483461",http://www.toi.no,2025-09-01 23:31:11,1913433,10,participant,404062.5,404062.5,"404062,5",false,
101182933,ENSURE-6G,992678019,UNIVERSITY OF SRI JAYEWARDENEPURA,,false,HES,Nugegoda,LK,LK,"6.867808,79.89284",,2026-06-25 11:42:27,1990232,12,associatedPartner,,0,0,false,
101158797,ACROBAT Newborns,954910390,FUNDACAO MANHICA,FM,false,REC,VILA DA MANHICA MAPUTO,MZ,MZ,"-25.9458524,32.569211",,2025-11-17 18:00:03,1970787,2,participant,301460,301460,301460,false,
101188192,ALMASI,943243909,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,UAEMEX,false,HES,Toluca,MX,MX,"19.2843731,-99.65263110930509",,2026-06-11 10:02:07,1990250,11,participant,207812.5,207812.5,"207812,5",false,
101145698,CATCR,892581488,FONDATION CONGOLAISE POUR LA RECHERCHE MEDICALE,,false,OTH,BRAZZAVILLE,CG,CG,"-0.7264327,15.6419155",,2026-06-19 16:44:26,1967607,3,participant,1482507.15,1482507.15,"1482507,15",false,
101182176,TRANS-SAHARA,877046744,MINISTERE DE L'ENVIRONNEMENT ET DU DEVELOPPEMENT DURABLE,MEDD,false,PUB,DJIBOUTI,DJ,DJ,"11.57535025,43.15675472261401",,2026-06-25 11:42:47,1990579,15,participant,102812.5,102812.5,"102812,5",false,
101182176,TRANS-SAHARA,882151757,AGENCE NATIONAL DE LA GRANDE MURAILLE VERTE,REHABILITATION ET RESTAURATION DES ECOSYSTEMES DEGRADES DES PROVINCES DE LA ZONE D’INTERVENTION DE LA GMV DU TCHAD,false,REC,N'Djamena,TD,TD,"12.1285002,15.0698465",,2026-06-25 11:42:47,1990577,12,participant,102812.5,102812.5,"102812,5",false,
101182176,TRANS-SAHARA,896225972,INSTITUT POLYTECHNIQUE RURAL DE FORMATION ET DE RECHERCHE APPLIQUEE,IPR/IFRA,false,REC,Katibougou,ML,ML,"12.5017753,-8.0920452",,2026-06-25 11:42:47,1964185,8,participant,59062.5,59062.5,"59062,5",false,
101182027,AfroGrow,876668153,PRESIDENCE DE LA REPUBLIQUE,,false,PUB,ABIDJAN,CI,CI,"5.3322687,-4.0216722",,2026-06-25 11:42:58,1990616,21,participant,99812.5,99812.5,"99812,5",false,
101178250,ATENEA,962882432,HILTI AKTIENGESELLSCHAFT,,false,PRC,Schaan,LI,LI000,"47.1663397,9.510312",,2025-05-28 13:26:30,1947339,13,associatedPartner,,0,0,false,
101194278,GN5-2,999636217,RESEARCH AND EDUCATIONAL NETWORKING ASSOCIATION OF MOLDOVA,RENAM,true,OTH,CHISINAU,MD,MD,"47.0122737,28.8605936",http://www.renam.md,2026-06-25 11:43:04,2130878,27,participant,228776,228776,"253337,5",false,
101168272,IAMI,999810623,Cyprus police,,false,PUB,Nicosia,CY,CY000,"35.1554534,33.3475976726927",http://www.police.gov.cy,2026-04-13 16:04:24,1906017,9,participant,45000,45000,45000,false,
101160339,IMVACS,954303946,UNIVERSITE DES SCIENCES DES TECHNIQUES ET DES TECHNOLOGIES DE BAMAKO,USTTB,false,HES,Bamako,ML,ML,"12.649319,-8.000337",,2025-05-02 16:17:46,1956528,4,participant,1932071.25,1932071.25,"1932071,25",false,
101159477,REACH-OUT,880817522,CENTRE FOR INTEGRATED HEALTH PROGRAMS LTD/GTE,Centre for Integrated Health Programs,false,REC,Abuja,NG,NG,"9.0643305,7.4892974",,2026-06-25 11:43:50,1990764,4,participant,752420.5,752420.5,"752420,5",false,
101159438,CryptoT&T,954910390,FUNDACAO MANHICA,FM,false,REC,VILA DA MANHICA MAPUTO,MZ,MZ,"-25.9458524,32.569211",,2026-06-25 11:43:54,1970787,3,participant,1687330,1687330,1687330,false,
101181408,BioClima,879662155,Hangzhou City University,Hangzhou City University,false,PUB,Hangzhou,CN,CN,"30.2489634,120.2052342",,2026-06-25 11:44:15,1990886,26,associatedPartner,,0,0,false,
101195116,JUA KIVU,883987579,INSTITUT NATIONAL DE SANTE PUBLIQUE,NATIONAL PUBLIC HEALTH INSTITUTE INSP,false,HES,Bujumbura,BI,BI,"-3.3730778777726376,29.36023312823755",,2026-06-25 11:45:18,1982382,7,participant,75000,75000,75000,false,
101139637,ClimaGen,999588784,POLITECHNIKA GDANSKA,GDANSK UNIVERSITY OF TECHNOLOGY,false,HES,GDANSK,PL,PL633,"54.3482259,18.6542888",http://www.pg.gda.pl,2026-06-29 16:44:06,1909285,9,participant,225750,225750,225750,false,
101192375,Shift2Zero,999513027,TRANSPORTOKONOMISK INSTITUTT,TOI,false,REC,Oslo,NO,NO081,"59.942353499999996,10.716316407483461",http://www.toi.no,2024-12-20 10:25:08,1913433,6,participant,576000,576000,576000,false,
101192661,FLEETfor55,915163961,STEALTH MARITIME CORP. S.A.,,false,PRC,MONROVIA,LR,LR,"6.3173799,-10.8067258",,2026-03-03 21:58:52,1990998,21,participant,81900,81900,136500,false,
101192901,SEASTARS,877625834,NEPTUNE LINES SHIPPING AND MANAGING ENTERPRISES S.A.,,true,PRC,MONROVIA,LR,LR,"6.3173799,-10.8067258",,2026-04-28 16:08:27,1990925,9,participant,140250,140250,233750,false,
101192901,SEASTARS,877889480,Minerva Marine INC,Minerva Marine INC,false,PRC,Majuro,MH,MH,"7.0909924,171.3816354",,2026-04-28 16:08:27,1990923,19,associatedPartner,,0,0,false,
101159220,PvSeroRDT,986872084,Institut Pasteur de Madagascar,IPM,false,REC,Antananarivo,MG,MG,"-18.7920779,47.7823214",,2026-06-22 19:36:53,1947090,4,associatedPartner,,0,0,false,
101194744,SHERPA,999633113,EIBIR GEMEINNUTZIGE GMBH ZUR FORDERUNG DER ERFORSCHUNG DER BIOMEDIZINISCHEN BILDGEBUNG,,false,REC,Wien,AT,AT130,"48.2132767,16.3693347",https://www.eibir.org,2026-04-24 14:07:11,1909591,14,participant,248750,248750,248750,false,
101160299,SMV delivery,882399689,CENTRE NATIONAL DE FORMATION ET DE RECHERCHE EN SANTE RURALE DE MAFERINYAH,Centre National de Formation et de Recherche en Santé Rurale de Maferinyah,false,REC,FORECARIAH,GN,GN,"9.5455038,-13.2855794",,2026-03-17 09:52:25,1983869,3,participant,1136875,1136875,1136875,false,
101160299,SMV delivery,954303946,UNIVERSITE DES SCIENCES DES TECHNIQUES ET DES TECHNOLOGIES DE BAMAKO,USTTB,false,HES,Bamako,ML,ML,"12.649319,-8.000337",,2026-03-17 09:52:25,1956528,2,participant,2153775,2153775,2153775,false,
101194710,EASYGEN,867627656,Fresenius Kabi Deutschland GmbH,Fresenius Kabi Deutschland GmbH,false,PRC,Bad Homburg,DE,DE718,"50.215275,8.62405432348811",,2026-04-24 14:07:11,1995191,21,associatedPartner,,0,0,false,
101206241,FPrevision4cohesion,869529147,ELTE KOZGAZDASAG- ES REGIONALIS TUDOMANYI KUTATOKOZPONT,ELTE KRTK,false,REC,Budapest,HU,HU110,"47.4736696,19.0744233",,2025-11-26 10:49:15,1994266,1,coordinator,182743.92,182743.92,0,false,
101207500,CIRCLE,991044054,University of Papua New Guinea,,false,HES,Port Moresby,PG,PG,"-9.407386599999999,147.17069184569732",http://www.upng.ac.pg/index.html,2026-01-07 15:02:18,2145510,2,associatedPartner,,0,0,false,
101198124,IndustrySheWrote,996467906,MACQUARIE UNIVERSITY,,false,HES,Sydney,AU,AU,"-33.8548157,151.2164539",,2025-12-22 07:10:03,2945459,2,associatedPartner,,0,0,false,
101200706,IMACON,999873673,UNIVERSITY OF CANTERBURY,,false,HES,CHRISTCHURCH,NZ,NZ,"-43.530955,172.6366455",https://www.canterbury.ac.nz,2025-05-02 12:49:25,2125705,2,associatedPartner,,0,0,false,
101212855,MYCOCIRCLE,890066569,GLOBAL SUSTAINABLE TRANSFORMATION GST GmbH,GST,true,PRC,Dachau,DE;HU,DE217;HU312,"48.266346850000005,11.458483149999996",,2026-06-17 17:33:50,1975080,2,participant,541891.25,541891.25,"541891,25",false,
101209235,I2I-StrokeCal,998711419,THE UNIVERSITY OF MANITOBA,,false,HES,Manitoba,CA,CA,"55.001251,-97.001038",http://www.umanitoba.ca,2026-04-16 10:06:29,1906305,3,associatedPartner,,0,0,false,
101181571,MeCCAM,889423653,VARDIN PF,,false,PRC,GOTA,FO,FO,"61.4733671254025,-6.82254648443485",,2025-05-28 17:56:46,1992547,15,participant,83566,83566,119380,false,
101182044,OCCAM,934035602,PF FIRUM,,false,PRC,HVALVIK,FO,FO,"62.1744656,-6.9760379",,2026-06-25 11:48:41,1958362,5,participant,160979,160979,229970,false,
101202186,RADIANCE,892673638,PRESIDENCIA DE LA REPUBLICA,,false,PUB,MONTEVIDEO,UY,UY,"-34.9071401,-56.2004326",,2025-05-28 17:57:14,1974858,20,associatedPartner,,0,0,false,
101205765,GROTTOS,872541773,"Department of Environment, Government of Niue",Department of Environment,false,PUB,Alofi,NU,NU,"-19.0534159,-169.9191992",,2025-07-04 19:21:33,1992065,2,associatedPartner,,0,0,false,
101202981,CHORUS,876456790,Stadt Dietikon,Stadt Dietikon,false,PUB,Dietikon,CH,CH040,"47.4028944,8.4006896",,2026-06-22 13:25:13,1992105,27,associatedPartner,,0,0,false,
101197992,TRUST,999513027,TRANSPORTOKONOMISK INSTITUTT,TOI,false,REC,Oslo,NO,NO081,"59.942353499999996,10.716316407483461",http://www.toi.no,2025-05-26 17:50:30,1913433,2,participant,473880,473880,0,false,
101190685,3SI-CONTROL,954910390,FUNDACAO MANHICA,FM,false,REC,VILA DA MANHICA MAPUTO,MZ,MZ,"-25.9458524,32.569211",,2026-06-25 11:49:21,1970787,6,participant,656968.75,656968.75,"656968,75",false,
101216810,AToUT,999588784,POLITECHNIKA GDANSKA,GDANSK UNIVERSITY OF TECHNOLOGY,false,HES,GDANSK,PL,PL633,"54.3482259,18.6542888",http://www.pg.gda.pl,2026-06-25 11:48:52,1909285,6,associatedPartner,,0,0,false,
101194287,NexTArc,886434404,REDIMI GMBH,,true,PRC,Berlin,DE,DE300,"52.5209987,13.3475373",,2025-05-26 17:50:21,1992171,16,participant,449968.75,449968.75,1285625,false,
101190742,TEBULA,880807240,ALERT COMPREHENSIVE SPECIALIZED HOSPITAL,ALERT HOSPITAL,false,PUB,ADDIS ABABA,ET,ET,"9.0,38.75",,2025-05-23 14:53:23,1992190,14,associatedPartner,,0,0,false,
101190742,TEBULA,994968092,Ministere de la sante,,false,PUB,Cotonou,BJ,BJ,"6.36511660426821,2.4634528298870295",,2025-05-23 14:53:23,1915449,15,associatedPartner,,0,0,false,
101190747,PfVIMT,954303946,UNIVERSITE DES SCIENCES DES TECHNIQUES ET DES TECHNOLOGIES DE BAMAKO,USTTB,false,HES,Bamako,ML,ML,"12.649319,-8.000337",,2025-05-23 14:53:23,1956528,2,participant,4225530,4225530,4225530,false,
101192235,Sea4Volt,999588784,POLITECHNIKA GDANSKA,GDANSK UNIVERSITY OF TECHNOLOGY,false,HES,GDANSK,PL,PL633,"54.3482259,18.6542888",http://www.pg.gda.pl,2026-01-13 13:42:05,1909285,5,participant,386906.39,386906.39,0,false,
101194239,PROACTIF,999588784,POLITECHNIKA GDANSKA,GDANSK UNIVERSITY OF TECHNOLOGY,false,HES,GDANSK,PL,PL633,"54.3482259,18.6542888",http://www.pg.gda.pl,2026-06-17 17:34:01,1909285,34,participant,504893.2,504893.2,1442552,false,
101206245,SEAMPHONI,876958280,LIGHT & MOVE BV - LORENZO MITTIGA FINE ART PHOTOGRAPHY YOGA SENSIBILE,LIGHT & MOVE,false,PRC,KRALENDIJK,BQ,BQ,"12.125238245090406,-68.28314241132803",,2026-06-25 11:50:38,1992257,23,participant,101806.25,101806.25,"145437,5",false,
101212947,CLIMINVEST,950828727,GFT ITALIA SRL,GFT,false,PRC,MILANO,IT,ITC4C,"45.4667971,9.1904984",,2026-06-29 17:01:01,2385054,1,coordinator,963375,963375,1376250,false,
101190584,WINGS-4-FGS,873091763,AFRICAN PHARMACEUTICAL TECHNOLOGY FOUNDATION,AFRICAN PHARMACEUTICAL TECHNOLOGY FOUNDATION,false,OTH,KIGALI,RW,RW,"-1.9529793,30.1021729",,2026-06-11 10:02:44,1992482,6,participant,38750,38750,38750,false,
101190861,TreatPreg,892581488,FONDATION CONGOLAISE POUR LA RECHERCHE MEDICALE,,false,OTH,BRAZZAVILLE,CG,CG,"-0.7264327,15.6419155",,2026-06-25 11:49:30,1967607,5,participant,254106.25,254106.25,"254106,25",false,
101190645,CHAPAS-5,912093038,JOINT CLINICAL RESEARCH CENTRE,JOINT CLINICAL RESEARCH CENTRE,false,REC,KAMPALA,UG,UG,"0.3177137,32.5813539",,2026-05-25 13:30:18,1987461,2,participant,1550005,1550005,1550005,false,
101190791,ComBac-Africa,899140143,JOSEPH SARWUAN TARKA UNIVERSITY MAKURDI,JOSTUM,false,HES,MAKURDI,NG,NG,"10.071992,6.330368",,2025-05-28 17:56:51,1992502,6,participant,314107.5,314107.5,"314107,5",false,
101217321,BOOST,949759496,VISOKOSKOLSKA USTANOVA INTERNACIONALNI BURC UNIVERZITET-INTERNATIONAL BURCH UNIVERSITY,International Burch University,false,HES,Sarajevo,BA,BA,"43.818886750000004,18.31116680625186",,2026-06-03 13:06:01,1992558,11,participant,142500,142500,142500,false,
101184374,ACCLIMATE,924110271,UNIVERSITY OF SIERRA LEONE,,false,HES,FREETOWN,SL,SL,"8.479004,-13.26795",,2025-06-05 15:00:13,1951791,19,participant,50312.5,50312.5,"50312,5",false,
101214441,RISE-IN,999873673,UNIVERSITY OF CANTERBURY,,false,HES,CHRISTCHURCH,NZ,NZ,"-43.530955,172.6366455",https://www.canterbury.ac.nz,2026-05-11 11:31:12,2125705,21,participant,255680,255680,255680,false,
101190878,EMINENCE,892581488,FONDATION CONGOLAISE POUR LA RECHERCHE MEDICALE,,false,OTH,BRAZZAVILLE,CG,CG,"-0.7264327,15.6419155",,2026-06-25 11:51:19,1967607,4,participant,265966.25,265966.25,"265966,25",false,
101194414,MOSAIC,999588784,POLITECHNIKA GDANSKA,GDANSK UNIVERSITY OF TECHNOLOGY,false,HES,GDANSK,PL,PL633,"54.3482259,18.6542888",http://www.pg.gda.pl,2026-05-18 14:14:45,1909285,43,participant,312812.5,312812.5,893750,false,
101190662,CAD LUS4TB,954303946,UNIVERSITE DES SCIENCES DES TECHNIQUES ET DES TECHNOLOGIES DE BAMAKO,USTTB,false,HES,Bamako,ML,ML,"12.649319,-8.000337",,2026-06-29 16:59:24,1956528,3,participant,724601.25,724601.25,"724601,25",false,
101190695,MVC-2G,924110271,UNIVERSITY OF SIERRA LEONE,,false,HES,FREETOWN,SL,SL,"8.479004,-13.26795",,2025-06-05 15:00:07,1951791,3,participant,822080.51,822080.51,"822080,51",false,
101190741,MultiplexAI,954910390,FUNDACAO MANHICA,FM,false,REC,VILA DA MANHICA MAPUTO,MZ,MZ,"-25.9458524,32.569211",,2025-06-05 15:00:14,1970787,4,participant,409875,409875,409875,false,
101213836,DANUBElifelines,876400433,Ribiska zveza Slovenije,Ribiska zveza Slovenije,false,OTH,Ljubljana,SI,SI041,"46.0379397,14.4667646",,2025-06-05 15:50:11,1992799,33,associatedPartner,,0,0,false,
101190732,IVM-KIDS,873091763,AFRICAN PHARMACEUTICAL TECHNOLOGY FOUNDATION,AFRICAN PHARMACEUTICAL TECHNOLOGY FOUNDATION,false,OTH,KIGALI,RW,RW,"-1.9529793,30.1021729",,2026-06-25 11:53:03,1992482,7,participant,0,0,0,true,
101194245,Shift2SDV,999588784,POLITECHNIKA GDANSKA,GDANSK UNIVERSITY OF TECHNOLOGY,false,HES,GDANSK,PL,PL633,"54.3482259,18.6542888",http://www.pg.gda.pl,2026-06-22 19:36:53,1909285,24,participant,310625,310625,887500,false,
101218840,AUSO,993608055,CENTRE NATIONAL DE LA RECHERCHE APPLIQUEE AU DEVELOPPEMENT RURAL,CENRADERU-FOFIFA,false,REC,Antananarivo,MG,MG,"-18.9069652,47.5521644",https://www.fofifa.mg,2026-06-29 17:02:05,2146711,21,participant,73600,73600,73600,false,
101218840,AUSO,998296065,"FORUM FOR AGRICULTURAL RESEARCH IN AFRICA, GHANA",FARA,false,OTH,ACCRA,GH,GH,"5.6052829,-0.2023283",http://www.fara-africa.org,2026-06-29 17:02:05,2130273,1,coordinator,1212562.5,1212562.5,"1212562,5",false,
101218840,AUSO,873189636,INSTITUTO NACIONAL DE INVESTIGACAO E DESENVOLVIMENTO AGRARIO,,false,PUB,SAO LOURENCO DOS ORGAOS,CV,CV,"15.07094415,-23.586513054781747",,2026-06-29 17:02:05,1993019,20,participant,73600,73600,73600,false,
101218840,AUSO,873539418,INSTITUT CENTRAFRICAIN DE RECHERCHE AGRONOMIQUE,,false,PUB,BANGUI,CF,CF,"4.439994,18.5361266",,2026-06-29 17:02:05,1993010,14,participant,73600,73600,73600,false,
101162166,Lo-Rig,872732766,Centre for Bhutan and GNH Studies,,false,REC,Thimphu,BT,BT,"27.6,89.666667",,2025-06-19 15:23:30,1992987,2,participant,207445,207445,207445,false,
101190913,EX-DR TB,997899432,WITS HEALTH CONSORTIUM (PTY) LTD,WHC,false,PRC,Johannesburg,ZA,ZA,"-26.205,28.049722",https://www.witshealth.co.za,2026-06-25 11:29:06,1935497,8,participant,942463.75,942463.75,"942463,75",false,
101226735,PacificPeopleForest,908150764,University of Guam,University of Guam,false,PUB,Mangilao,GU,GU,"13.42857055,144.79882945948668",,2026-06-25 11:29:06,1981780,7,associatedPartner,,0,0,false,
101226735,PacificPeopleForest,875306952,"Department of Community and Cultural Affairs, Division of Historic Preservation",Department of Community & Cultural Affairs – Historic Preservation Office,false,PUB,Saipan,MP,MP,"15.2130324,145.7189534",,2026-06-25 11:29:06,1993130,8,associatedPartner,,0,0,false,
101226735,PacificPeopleForest,875307243,Department of Land and Natural Resources,,false,OTH,Saipan,MP,MP,"15.2164206,145.7538277",,2026-06-25 11:29:06,1993129,6,associatedPartner,,0,0,false,
101190839,PediSEP1,885433752,TRAINING & RESEARCH UNIT OF EXCELLENCE LIMITED,,false,REC,Blantyre,MW,MW,"-15.68435015,34.92278380649101",,2026-06-03 13:06:02,1982591,5,participant,599940,599940,599940,false,
101226419,SOCIAL,951924924,OSCE ACADEMY IN BISHKEK,,false,REC,BISHKEK,KG,KG,"42.8767446,74.6069949",,2025-07-14 11:08:03,1958510,19,associatedPartner,,0,0,false,
101226419,SOCIAL,936722502,TAJIK STATE UNIVERSITY OF COMMERCE,TSUC,false,HES,Dushanbe,TJ,TJ,"38.5762709,68.7863573",,2025-07-14 11:08:03,1978495,17,associatedPartner,,0,0,false,
101226419,SOCIAL,897498612,ANTICORRUPTION BUSINESS COUNCIL OF THE KYRGYZ REPUBLIC,,false,PUB,BISHKEK,KG,KG,"42.8765615,74.6070079",,2025-07-14 11:08:03,1978498,24,associatedPartner,,0,0,false,
101226772,SUS-BIOCROP,998459413,INSTITUTO DE INVESTIGACIONES EN CIENCIA Y TECNOLOGIA DE MATERIALES,INTEMA,false,REC,Mar Del Plata,AR,AR,"-37.9977224,-57.5482702",http://www.intema.gov.ar,2025-09-01 23:35:11,2132751,15,associatedPartner,,0,0,false,
101226351,HERITOUR,875447796,Stichting Monumentenfonds Aruba,Stichting MonumentenfondsAruba,false,OTH,oranjestad,AW,AW,"12.51462375,-70.02382094999999",,2025-10-23 09:20:02,1993421,15,associatedPartner,,0,0,false,
101226351,HERITOUR,897578540,Stichting Schouwburg Aruba,Stichting Schouwburg Aruba,false,OTH,Oranjestad,AW,AW,"12.5096719,-70.02704025884388",,2025-10-23 09:20:02,1993420,14,associatedPartner,,0,0,false,
101227010,SiCPIC,880953225,Swiss PIC,Swiss PIC,false,REC,Villigen,CH,CH033,"47.5255575,8.2155193",,2025-12-22 15:23:57,1993362,6,associatedPartner,,0,0,false,
101226551,HEALENAE,896298237,INNOVATION FOR POLICY FOUNDATION,,false,OTH,Ebene,MU,MU,"-20.2437139,57.4914135",,2025-07-10 12:27:42,1972035,7,associatedPartner,,0,0,false,
101227034,WildBotics,998297908,GRONLANDS NATURINSTITUT,,false,REC,Nuuk,GL,GL,"64.1905067,-51.6952546940986",,2026-06-22 12:10:30,1916692,15,associatedPartner,,0,0,false,
101235830,TransatlanticLab,999871248,THE UNIVERSITY OF THE WEST INDIES U WI*,UWI,false,HES,Kingston,JM,JM,"18.0104124,-76.7487539",https://www.sta.uwi.edu,2025-07-14 11:12:43,1912535,16,associatedPartner,,0,0,false,
101235830,TransatlanticLab,914352362,PONTIFICIA UNIVERSIDAD CATOLICA MADRE Y MAESTRA,,false,HES,Santiago De Los Caballeros,DO,DO,"19.4780357,-70.71252907206616",,2025-07-14 11:12:43,1956126,12,associatedPartner,,0,0,false,
101236659,SARGEX,888430761,Blue EcoTech LTD,Blue EcoTech,true,PRC,San Paul's Bay,MT,MT001,"35.9469528,14.3995221",,2025-09-01 23:29:22,1993539,4,participant,55110,55110,0,false,
101226139,CRYPTOACTION,999810623,Cyprus police,,false,PUB,Nicosia,CY,CY000,"35.1554534,33.3475976726927",http://www.police.gov.cy,2026-05-18 14:15:01,1906017,13,participant,263750,263750,263750,false,
101234185,SINTACT,882770035,Tishk International University,,false,HES,Erbil,IQ,IQ,"35.8429176,44.0532226",,2025-07-25 11:08:05,1993787,5,associatedPartner,,0,0,false,
101234185,SINTACT,929283572,UNIVERSITE MOHAMMED V DE RABAT,UNIVERSITE MOHAMMED V DE RABAT,true,HES,Rabat,MA,MA,"34.0014733,-6.8435247",http://www.um5.ac.ma,2025-07-25 11:08:05,2303049,7,associatedPartner,,0,0,false,
101235052,FEMENA,921155651,DHIVEHI RAAJEYGE QAUMEE UNIVERSITY,THE MALDIVES NATIONAL UNIVERSITY,false,HES,MALE,MV,MV,"4.1779879,73.5107387",,2025-07-31 14:18:56,1968689,11,associatedPartner,,0,0,false,
101235052,FEMENA,892816228,PARTICIPATORY DEVELOPMENT KNOWLEDGE AGENCY,PARTICIPATORY DEVELOPMENT KNOWLEDGE AGENCY,false,PRC,VIENTIANE,LA,LA,"17.920654499999998,102.69532189182569",,2025-07-31 14:18:56,1968687,19,associatedPartner,,0,0,false,
101236769,GRASP,894528375,Institut Pasteur de Bangui,,false,OTH,Bangui,CF,CF,"4.439994,18.5361266",,2026-06-03 13:06:18,1988654,14,associatedPartner,,0,0,false,
101236099,3DCARE,996480807,JORDAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,JUST,false,HES,Irbid,JO,JO,"32.5555885,35.8493104",,2025-08-01 10:30:17,2068580,8,associatedPartner,,0,0,false,
101228676,POLCA,951924924,OSCE ACADEMY IN BISHKEK,,false,REC,BISHKEK,KG,KG,"42.8767446,74.6069949",,2025-08-05 10:23:06,1958510,24,associatedPartner,,0,0,false,
101228676,POLCA,936722502,TAJIK STATE UNIVERSITY OF COMMERCE,TSUC,false,HES,Dushanbe,TJ,TJ,"38.5762709,68.7863573",,2025-08-05 10:23:06,1978495,14,associatedPartner,,0,0,false,
101228676,POLCA,897498612,ANTICORRUPTION BUSINESS COUNCIL OF THE KYRGYZ REPUBLIC,,false,PUB,BISHKEK,KG,KG,"42.8765615,74.6070079",,2025-08-05 10:23:06,1978498,11,associatedPartner,,0,0,false,
101236590,REFBAR,948924908,UNIVERSIDAD NACIONAL DE ASUNCION,,false,HES,ASUNCION,PY,PY,"-25.2800459,-57.6343814",,2026-06-03 13:06:58,1955666,8,associatedPartner,,0,0,false,
101236710,eRISIKO,999650282,UNIVERSITI PUTRA MALAYSIA,UPM,false,HES,Selangor Darul Ehsan,MY,MY,"2.3923759,112.8471939",,2026-01-07 15:11:22,2146163,4,associatedPartner,,0,0,false,
101190696,VectorGrid-Africa,954910390,FUNDACAO MANHICA,FM,false,REC,VILA DA MANHICA MAPUTO,MZ,MZ,"-25.9458524,32.569211",,2026-06-03 13:07:01,1970787,6,participant,554881.25,554881.25,"554881,25",false,
101190696,VectorGrid-Africa,986872084,Institut Pasteur de Madagascar,IPM,false,REC,Antananarivo,MG,MG,"-18.7920779,47.7823214",,2026-06-03 13:07:01,1947090,4,participant,570512.5,570512.5,"570512,5",false,
101190696,VectorGrid-Africa,997899432,WITS HEALTH CONSORTIUM (PTY) LTD,WHC,false,PRC,Johannesburg,ZA,ZA,"-26.205,28.049722",https://www.witshealth.co.za,2026-06-03 13:07:01,1935497,5,participant,543907.5,543907.5,"543907,5",false,
101190731,AFRICAI-RI,954910390,FUNDACAO MANHICA,FM,false,REC,VILA DA MANHICA MAPUTO,MZ,MZ,"-25.9458524,32.569211",,2025-08-14 14:32:40,1970787,2,participant,580740,580740,580740,false,
101181686,ArcticKnows,998297908,GRONLANDS NATURINSTITUT,,false,REC,Nuuk,GL,GL,"64.1905067,-51.6952546940986",,2025-08-28 16:06:09,1916692,4,participant,389375,389375,0,false,
101236779,Tools4NDDs,999873673,UNIVERSITY OF CANTERBURY,,false,HES,CHRISTCHURCH,NZ,NZ,"-43.530955,172.6366455",https://www.canterbury.ac.nz,2026-05-26 14:26:43,2125705,12,associatedPartner,,0,0,false,
101236837,PAGENS,874197757,INSUCO TOGO SARL U,INSUCO TOGO,true,PRC,Lomé,TG,TG,"6.1490152,1.2282941",,2025-08-28 13:05:41,1994047,13,associatedPartner,,0,0,false,
101236837,PAGENS,874168075,INSUCO CENTER FOR SOCIAL INNOVATION,INSUCO ICSI,false,OTH,MEDELLIN,CO,CO,"6.2443382,-75.573553",,2025-08-28 13:05:41,1994048,14,associatedPartner,,0,0,false,
101236837,PAGENS,872198975,ASSOCIATION INSTITUT DE RECHERCHE INDEPENDANT DE LA CORNE D'AFRIQUE,IRICA,false,REC,Djibouti,DJ,DJ,"11.8145966,42.8453061",,2025-08-28 13:05:41,1994052,17,associatedPartner,,0,0,false,
101236480,PAMELA,996467906,MACQUARIE UNIVERSITY,,false,HES,Sydney,AU,AU,"-33.8548157,151.2164539",,2025-09-06 01:17:07,2945459,13,associatedPartner,,0,0,false,
101235096,MaGA,954303946,UNIVERSITE DES SCIENCES DES TECHNIQUES ET DES TECHNOLOGIES DE BAMAKO,USTTB,false,HES,Bamako,ML,ML,"12.649319,-8.000337",,2025-12-29 11:31:21,1956528,13,associatedPartner,,0,0,false,
